,name,point,addr,입력주소,X,Y,CLSS,PNU,주소구분,표준신주소,표준구주소,우편번호,행정동코드,행정동명,법정동코드,법정동명
328,디지털치과의원,9.0,서울 금천구 벚꽃로 298 대륭포스트타워6차 214-215호,서울 금천구 벚꽃로 298 대륭포스트타워6차 214-215호,126.8838914,37.4814297,정좌표,1.15451e+18,새주소,서울특별시 금천구 벚꽃로 298,서울특별시 금천구 가산동 50-3,8510.0,1154551000.0,가산동,1154510100.0,가산동
329,원더플란트치과의원 강북점,9.0,서울 강북구 도봉로10길 6,서울 강북구 도봉로10길 6,127.0307247,37.6129984,정좌표,1.13051e+18,새주소,서울특별시 강북구 도봉로10길 6,서울특별시 강북구 미아동 860-186,1219.0,1130554500.0,송중동,1130510100.0,미아동
330,연세덴티플러스치과의원,9.0," 서울특별시 노원구 노해로 485 7층 701호 (상계동, 기업은행빌딩) ","서울특별시 노원구 노해로 485 7층 701호 (상계동, 기업은행빌딩) ",127.0619356,37.6548783,정좌표,1.13501e+18,새주소,서울특별시 노원구 노해로 485,서울특별시 노원구 상계동 716,1695.0,1135064000.0,상계2동,1135010500.0,상계동
331,보타닉치과의원,9.0,서울 강서구 마곡중앙로 161-17,서울 강서구 마곡중앙로 161-17,126.8259565,37.568061,정좌표,1.15001e+18,새주소,서울특별시 강서구 마곡중앙로 161-17,서울특별시 강서구 마곡동 759-3,7788.0,1150060300.0,가양1동,1150010500.0,마곡동
332,연세휴치과의원 답십리점,9.0,서울특별시 동대문구 천호대로 313 2층 (답십리동),서울특별시 동대문구 천호대로 313 2층 (답십리동),127.0553043,37.5654517,정좌표,1.12301e+18,새주소,서울특별시 동대문구 천호대로 313,서울특별시 동대문구 답십리동 492-1,2622.0,1123061000.0,답십리2동,1123010500.0,답십리동
333,광화문연치과의원,9.0,서울 중구 세종대로21길 52,서울 중구 세종대로21길 52,126.976148,37.5687473,정좌표,1.11401e+18,새주소,서울특별시 중구 세종대로21길 52,서울특별시 중구 태평로1가 62-4,4519.0,1114055000.0,명동,1114010300.0,태평로1가
334,신원치과의원,9.0,서울특별시 동작구 장승배기로 75 3층 (상도동),서울특별시 동작구 장승배기로 75 3층 (상도동),126.9389579,37.5043731,정좌표,1.15901e+18,새주소,서울특별시 동작구 장승배기로 75,서울특별시 동작구 상도동 368-8,6956.0,1159054000.0,상도2동,1159010200.0,상도동
335,예미담치과의원,9.0,서울특별시 관악구 신림로23길 16 일성트루엘 오피스텥 상가 1층 121호,서울특별시 관악구 신림로23길 16 일성트루엘 오피스텥 상가 1층 121호,126.9344525,37.4704262,정좌표,1.16201e+18,새주소,서울특별시 관악구 신림로23길 16,서울특별시 관악구 신림동 1523,8812.0,1162073500.0,대학동,1162010200.0,신림동
336,예쁜얼굴바른이치과의원,9.0,서울특별시 광진구 능동로 125 3층 (화양동),서울특별시 광진구 능동로 125 3층 (화양동),127.0713271,37.5421877,정좌표,1.12151e+18,새주소,서울특별시 광진구 능동로 125,서울특별시 광진구 화양동 5-3,5017.0,1121571000.0,화양동,1121510700.0,화양동
337,서울위드치과의원,9.0,서울 강남구 강남대로 376,서울 강남구 강남대로 376,127.0383649,37.5015569,정좌표,1.16801e+18,새주소,서울특별시 강남구 강남대로 376,서울특별시 강남구 역삼동 825-8,6232.0,1168064000.0,역삼1동,1168010100.0,역삼동
338,연세마이덴치과의원,9.0,서울 종로구 종로5길 13 삼공빌딩 5층 연세마이덴치과,서울 종로구 종로5길 13 삼공빌딩 5층 연세마이덴치과,126.9804636,37.5710372,정좌표,1.11101e+18,새주소,서울특별시 종로구 종로5길 13,서울특별시 종로구 청진동 136,3157.0,1111061500.0,종로1.2.3.4가동,1111012200.0,청진동
339,바르다 치과교정과 치과의원,9.0,서울특별시 광진구 아차산로 220,서울특별시 광진구 아차산로 220,127.06768,37.5406362,정좌표,1.12151e+18,새주소,서울특별시 광진구 아차산로 220,서울특별시 광진구 자양동 8-1,5072.0,1121584700.0,자양4동,1121510500.0,자양동
340,서울S치과의원,9.0,서울특별시 종로구 창경궁로 266 3층 (혜화동),서울특별시 종로구 창경궁로 266 3층 (혜화동),127.0008372,37.5847991,정좌표,1.11102e+18,새주소,서울특별시 종로구 창경궁로 266,서울특별시 종로구 혜화동 133-1,3077.0,1111065000.0,혜화동,1111016900.0,혜화동
341,건치과의원,9.0," 서울특별시 양천구 목동로 210 (목동, 타운빌딩) ","서울특별시 양천구 목동로 210 (목동, 타운빌딩) ",126.8644383,37.5273594,정좌표,1.14701e+18,새주소,서울특별시 양천구 목동로 210,서울특별시 양천구 목동 810-1,7993.0,1147051000.0,목1동,1147010200.0,목동
342,미드미치과의원,9.0," 서울특별시 관악구 신림로 350 4층 (신림동, 서원프라자) ","서울특별시 관악구 신림로 350 4층 (신림동, 서원프라자) ",126.9299538,37.4854421,정좌표,1.16201e+18,새주소,서울특별시 관악구 신림로 350,서울특별시 관악구 신림동 1424-28,8754.0,1162069500.0,신림동,1162010200.0,신림동
343,서울탑치과의원,9.0,서울 양천구 오목로 345 슬로우스퀘어 5층,서울 양천구 오목로 345 슬로우스퀘어 5층,126.8758468,37.5248015,정좌표,1.14701e+18,새주소,서울특별시 양천구 오목로 345,서울특별시 양천구 목동 406-28,7999.0,1147051000.0,목1동,1147010200.0,목동
344,연세바른치과의원,9.0,서울특별시 성북구 동소문로 97,서울특별시 성북구 동소문로 97,127.0160169,37.5928106,정좌표,1.12901e+18,새주소,서울특별시 성북구 동소문로 97,서울특별시 성북구 동소문동6가 130,2830.0,1129057500.0,동선동,1129010900.0,동소문동6가
345,더와이즈치과병원,9.0," 서울특별시 강서구 화곡로 186 1,2,3,4,5층 (화곡동, 세웅빌딩) ","서울특별시 강서구 화곡로 186 1,2,3,4,5층 (화곡동, 세웅빌딩) ",126.8421594,37.5421723,정좌표,1.15001e+18,새주소,서울특별시 강서구 화곡로 186,서울특별시 강서구 화곡동 114-100,7727.0,1150059000.0,화곡본동,1150010300.0,화곡동
346,서울S플러스치과의원,9.0,서울특별시 성북구 아리랑로 3 2층 (동소문동6가),서울특별시 성북구 아리랑로 3 2층 (동소문동6가),127.0161836,37.5930463,정좌표,1.12901e+18,새주소,서울특별시 성북구 아리랑로 3,서울특별시 성북구 동소문동6가 133-1,2830.0,1129057500.0,동선동,1129010900.0,동소문동6가
347,반듯한치과의원,9.0,서울특별시 영등포구 당산로 159 (당산동4가),서울특별시 영등포구 당산로 159 (당산동4가),126.8975761,37.5288628,정좌표,1.15601e+18,새주소,서울특별시 영등포구 당산로 159,서울특별시 영등포구 당산동4가 39-5,7219.0,1156056000.0,당산2동,1156011400.0,당산동4가
348,서울삼성치과의원,9.0,서울 금천구 가산디지털1로 165,서울 금천구 가산디지털1로 165,126.8810262,37.4802223,정좌표,1.15451e+18,새주소,서울특별시 금천구 가산디지털1로 165,서울특별시 금천구 가산동 371-6,8503.0,1154551000.0,가산동,1154510100.0,가산동
349,연세고운미소치과의원,9.0," 서울특별시 강동구 천호대로 1021 (천호동, 덕성빌딩) ","서울특별시 강동구 천호대로 1021 (천호동, 덕성빌딩) ",127.1257688,37.5382512,정좌표,1.17401e+18,새주소,서울특별시 강동구 천호대로 1021,서울특별시 강동구 천호동 454,5328.0,1174061000.0,천호2동,1174010900.0,천호동
350,연세고운미소치과의원,9.0," 서울특별시 강동구 천호대로 1021 (천호동, 덕성빌딩) ","서울특별시 강동구 천호대로 1021 (천호동, 덕성빌딩) ",127.1257688,37.5382512,정좌표,1.17401e+18,새주소,서울특별시 강동구 천호대로 1021,서울특별시 강동구 천호동 454,5328.0,1174061000.0,천호2동,1174010900.0,천호동
351,강치과의원,9.0,서울특별시 성동구 고산자로 255,서울특별시 성동구 고산자로 255,127.0357245,37.5625993,정좌표,1.12001e+18,새주소,서울특별시 성동구 고산자로 255,서울특별시 성동구 도선동 21-1,4709.0,1120053500.0,왕십리도선동,1120010400.0,도선동
352,사람사랑치과의원,9.0,서울특별시 서초구 강남대로 435 주류성빌딩 13층,서울특별시 서초구 강남대로 435 주류성빌딩 13층,127.0255672,37.5011817,정좌표,1.16501e+18,새주소,서울특별시 서초구 강남대로 435,서울특별시 서초구 서초동 1305-5,6612.0,1165053100.0,서초4동,1165010800.0,서초동
353,123치과교정과치과의원,9.0,서울특별시 송파구 올림픽로 300,서울특별시 송파구 올림픽로 300,127.1026725,37.5128846,정좌표,1.17101e+18,새주소,서울특별시 송파구 올림픽로 300,서울특별시 송파구 신천동 29,5551.0,1171071000.0,잠실6동,1171010200.0,신천동
354,사람사랑치과의원 목동지점,9.0,서울특별시 양천구 목동로 203 2층 (신정동),서울특별시 양천구 목동로 203 2층 (신정동),126.8638034,37.5267046,정좌표,1.14701e+18,새주소,서울특별시 양천구 목동로 203,서울특별시 양천구 신정동 900-10,7938.0,1147065000.0,신정4동,1147010100.0,신정동
355,연세그랑스마일치과의원,9.0," 서울특별시 종로구 종로 33 303호~306호 (청진동, 그랑서울) ","서울특별시 종로구 종로 33 303호~306호 (청진동, 그랑서울) ",126.981785,37.5712649,정좌표,1.11101e+18,새주소,서울특별시 종로구 종로 33,서울특별시 종로구 청진동 70,3159.0,1111061500.0,종로1.2.3.4가동,1111012200.0,청진동
356,언제나이든치과의원,9.0,서울특별시 관악구 난곡로 210 3층 (신림동),서울특별시 관악구 난곡로 210 3층 (신림동),126.9185552,37.4737418,정좌표,1.16201e+18,새주소,서울특별시 관악구 난곡로 210,서울특별시 관악구 신림동 614-19,8849.0,1162077500.0,난곡동,1162010200.0,신림동
357,스타일치과의원,9.0,서울 성동구 왕십리로 309,서울 성동구 왕십리로 309,127.0345857,37.5613826,정좌표,1.12001e+18,새주소,서울특별시 성동구 왕십리로 309,서울특별시 성동구 행당동 287-15,4715.0,1120056000.0,행당1동,1120010700.0,행당동
358,강북예치과병원,9.0,서울 노원구 노해로81길 5-6 5-7층 강북예치과병원,서울 노원구 노해로81길 5-6 5-7층 강북예치과병원,127.0624754,37.655207,정좌표,1.13501e+18,새주소,서울특별시 노원구 노해로81길 5-6,서울특별시 노원구 상계동 606-12,1695.0,1135064000.0,상계2동,1135010500.0,상계동
359,해맑은아이치과의원,9.0," 서울특별시 강서구 양천로 500 306호 (등촌동, 노블리움) ","서울특별시 강서구 양천로 500 306호 (등촌동, 노블리움) ",126.8555591,37.5605488,정좌표,1.15001e+18,새주소,서울특별시 강서구 양천로 500,서울특별시 강서구 등촌동 628,7548.0,1150052000.0,등촌1동,1150010200.0,등촌동
360,서울보스톤치과의원,9.0,서울특별시 성동구 뚝섬로 389 2층 (성수동2가),서울특별시 성동구 뚝섬로 389 2층 (성수동2가),127.0540736,37.5392395,정좌표,1.12001e+18,새주소,서울특별시 성동구 뚝섬로 389,서울특별시 성동구 성수동2가 339-1,4781.0,1120067000.0,성수2가1동,1120011500.0,성수동2가
361,스마트치과의원,9.0,서울특별시 강서구 화곡로 429 501호 (가양동),서울특별시 강서구 화곡로 429 501호 (가양동),126.8550688,37.5615261,정좌표,1.15001e+18,새주소,서울특별시 강서구 화곡로 429,서울특별시 강서구 가양동 14-51,7526.0,1150060400.0,가양2동,1150010400.0,가양동
362,닥터민치과의원,9.0," 서울특별시 성북구 개운사길 5 3층 (안암동5가, 세한빌딩) ","서울특별시 성북구 개운사길 5 3층 (안암동5가, 세한빌딩) ",127.0291643,37.5866483,정좌표,1.12901e+18,새주소,서울특별시 성북구 개운사길 5,서울특별시 성북구 안암동5가 101-19,2842.0,1129060000.0,안암동,1129012500.0,안암동5가
363,연세고운미소치과의원,9.0,서울특별시 종로구 종로 19 르메이에르 종로타운1 3층,서울특별시 종로구 종로 19 르메이에르 종로타운1 3층,126.9798436,37.5708427,정좌표,1.11101e+18,새주소,서울특별시 종로구 종로 19,서울특별시 종로구 종로1가 24,3157.0,1111061500.0,종로1.2.3.4가동,1111012600.0,종로1가
364,미플러스치과의원,8.9,서울특별시 중랑구 동일로 795 (중화동),서울특별시 중랑구 동일로 795 (중화동),127.0791532,37.6013934,정좌표,1.12601e+18,새주소,서울특별시 중랑구 동일로 795,서울특별시 중랑구 중화동 303-1,2102.0,1126061000.0,중화2동,1126010300.0,중화동
365,현대웰치과의원,8.9,서울특별시 서초구 고무래로8길 2 3층 (반포동),서울특별시 서초구 고무래로8길 2 3층 (반포동),127.0105381,37.5027778,정좌표,1.16501e+18,새주소,서울특별시 서초구 고무래로8길 2,서울특별시 서초구 반포동 55-6,6593.0,1165058100.0,반포4동,1165010700.0,반포동
366,베스트e치과의원,8.9," 서울특별시 금천구 시흥대로 214 3층 302,303호 (시흥동, 비즈메드빌딩) ","서울특별시 금천구 시흥대로 214 3층 302,303호 (시흥동, 비즈메드빌딩) ",126.9017074,37.4530606,정좌표,1.15451e+18,새주소,서울특별시 금천구 시흥대로 214,서울특별시 금천구 시흥동 889-8,8628.0,1154567000.0,시흥1동,1154510300.0,시흥동
367,연세우리치과의원,8.9,서울특별시 송파구 석촌호수로 58 동신빌딩,서울특별시 송파구 석촌호수로 58 동신빌딩,127.0854669,37.5110947,정좌표,1.17101e+18,새주소,서울특별시 송파구 석촌호수로 58,서울특별시 송파구 잠실동 184-9,5558.0,1171065000.0,잠실본동,1171010100.0,잠실동
368,더행복한치과의원,8.9,서울 용산구 한강대로 95,서울 용산구 한강대로 95,126.9668037,37.5289661,정좌표,1.11701e+18,새주소,서울특별시 용산구 한강대로 95,서울특별시 용산구 한강로2가 342,4378.0,1117062500.0,한강로동,1117012500.0,한강로2가
369,서울김진철치과의원,8.9,서울특별시 마포구 월드컵북로54길 25,서울특별시 마포구 월드컵북로54길 25,126.8885494,37.5813263,정좌표,1.14401e+18,새주소,서울특별시 마포구 월드컵북로54길 25,서울특별시 마포구 상암동 1596,3924.0,1144074000.0,상암동,1144012700.0,상암동
370,이맑은치과,8.9," 서울특별시 관악구 신림로 344 309호 (신림동, SK허브그린) ","서울특별시 관악구 신림로 344 309호 (신림동, SK허브그린) ",126.9299918,37.4851541,정좌표,1.16201e+18,새주소,서울특별시 관악구 신림로 344,서울특별시 관악구 신림동 1421-29,8754.0,1162069500.0,신림동,1162010200.0,신림동
371,서울여건봉치과의원,8.9,서울 마포구 마포대로 115-8,서울 마포구 마포대로 115-8,126.9509846,37.5469015,정좌표,1.14401e+18,새주소,서울특별시 마포구 마포대로 115-8,서울특별시 마포구 공덕동 371,4145.0,1144055500.0,아현동,1144010200.0,공덕동
372,고운미소치과의원 신촌1호점,8.9,서울특별시 마포구 신촌로 88,서울특별시 마포구 신촌로 88,126.9353386,37.5553213,정좌표,1.14401e+18,새주소,서울특별시 마포구 신촌로 88,서울특별시 마포구 노고산동 57-12,4058.0,1144066000.0,서교동,1144011000.0,노고산동
373,남문튼튼치과의원,8.9," 서울특별시 금천구 시흥대로 436 (독산동, 남문빌딩 2층) ","서울특별시 금천구 시흥대로 436 (독산동, 남문빌딩 2층) ",126.8986743,37.4726031,정좌표,1.15451e+18,새주소,서울특별시 금천구 시흥대로 436,서울특별시 금천구 독산동 159-18,8545.0,1154563000.0,독산3동,1154510200.0,독산동
374,크리스탈치과의원,8.9," 서울특별시 광진구 능동로 409 (중곡동,아이엠빌딩 4, 5층) ","서울특별시 광진구 능동로 409 (중곡동,아이엠빌딩 4, 5층) ",127.0838273,37.5656134,정좌표,1.12151e+18,새주소,서울특별시 광진구 능동로 409,서울특별시 광진구 중곡동 166-4,4908.0,1121576000.0,중곡3동,1121510100.0,중곡동
375,서울바른닥터치과의원,8.9,서울 성북구 화랑로11길 5,서울 성북구 화랑로11길 5,127.0413581,37.6025882,정좌표,1.12901e+18,새주소,서울특별시 성북구 화랑로11길 5,서울특별시 성북구 하월곡동 27-114,2751.0,1129072500.0,월곡2동,1129013600.0,하월곡동
376,행복한예인치과의원,8.9," 서울특별시 중구 남대문로9길 51 3층 301호 (을지로1가, 효덕빌딩) ","서울특별시 중구 남대문로9길 51 3층 301호 (을지로1가, 효덕빌딩) ",126.9795137,37.5668122,정좌표,1.11401e+18,새주소,서울특별시 중구 남대문로9길 51,서울특별시 중구 을지로1가 32,4523.0,1114055000.0,명동,1114010400.0,을지로1가
377,맑은미소치과의원,8.9,서울특별시 구로구 오리로 1141 (오류동),서울특별시 구로구 오리로 1141 (오류동),126.8388324,37.4859692,정좌표,1.15301e+18,새주소,서울특별시 구로구 오리로 1141,서울특별시 구로구 오류동 176,8365.0,1153078000.0,오류2동,1153010800.0,오류동
378,서울메이저치과의원,8.9,서울 송파구 송파대로 345,서울 송파구 송파대로 345,127.1069032,37.4976798,정좌표,1.17101e+18,새주소,서울특별시 송파구 송파대로 345,서울특별시 송파구 가락동 479,5698.0,1171063100.0,가락1동,1171010700.0,가락동
379,더편한치과의원,8.9,서울특별시 성북구 동소문로 92,서울특별시 성북구 동소문로 92,127.0154932,37.5921665,정좌표,1.12901e+18,새주소,서울특별시 성북구 동소문로 92,서울특별시 성북구 동소문동5가 67-1,2846.0,1129055500.0,삼선동,1129010800.0,동소문동5가
380,태릉씨티치과의원,8.9,서울특별시 노원구 동일로 987 2층 (공릉동),서울특별시 노원구 동일로 987 2층 (공릉동),127.0749354,37.6182549,정좌표,1.13501e+18,새주소,서울특별시 노원구 동일로 987,서울특별시 노원구 공릉동 680-1,1861.0,1135059500.0,공릉1동,1135010300.0,공릉동
381,연세좋은손치과의원 교대본점,8.9," 서울특별시 서초구 서초대로 304 3층 (서초동, 강한미크리닉빌딩) ","서울특별시 서초구 서초대로 304 3층 (서초동, 강한미크리닉빌딩) ",127.0149539,37.4937952,정좌표,1.16501e+18,새주소,서울특별시 서초구 서초대로 304,서울특별시 서초구 서초동 1673-2,6634.0,1165051000.0,서초1동,1165010800.0,서초동
382,서울하이안치과의원,8.9,서울특별시 은평구 통일로 746 3층 (불광동),서울특별시 은평구 통일로 746 3층 (불광동),126.9289584,37.6120105,정좌표,1.13801e+18,새주소,서울특별시 은평구 통일로 746,서울특별시 은평구 불광동 267,3358.0,1138052000.0,불광1동,1138010300.0,불광동
383,유앤아이치과의원 압구정,8.9,서울특별시 강남구 논현로167길 19 건물 6층,서울특별시 강남구 논현로167길 19 건물 6층,127.0264971,37.5244995,정좌표,1.16801e+18,새주소,서울특별시 강남구 논현로167길 19,서울특별시 강남구 신사동 570-1,6031.0,1168051000.0,신사동,1168010700.0,신사동
384,뉴연세치과의원 보라매,8.9," 서울특별시 동작구 여의대방로 68 2,3,지하1층 (신대방동) ","서울특별시 동작구 여의대방로 68 2,3,지하1층 (신대방동) ",126.9141686,37.4963989,정좌표,1.15901e+18,새주소,서울특별시 동작구 여의대방로 68,서울특별시 동작구 신대방동 492-206,7064.0,1159067000.0,신대방1동,1159010900.0,신대방동
385,서울길치과의원,8.9,서울특별시 강동구 양재대로 1477 (길동),서울특별시 강동구 양재대로 1477 (길동),127.1396921,37.5377768,정좌표,1.17401e+18,새주소,서울특별시 강동구 양재대로 1477,서울특별시 강동구 길동 389-5,5353.0,1174068500.0,길동,1174010500.0,길동
386,원데이치과의원 제1관,8.9,서울특별시 강남구 봉은사로2길 31,서울특별시 강남구 봉은사로2길 31,127.0265551,37.5026135,정좌표,1.16801e+18,새주소,서울특별시 강남구 봉은사로2길 31,서울특별시 강남구 역삼동 813-4,6123.0,1168064000.0,역삼1동,1168010100.0,역삼동
387,효치과의원,8.9,서울특별시 중랑구 동일로 917 2층 (묵동),서울특별시 중랑구 동일로 917 2층 (묵동),127.0771169,37.612217,정좌표,1.12601e+18,새주소,서울특별시 중랑구 동일로 917,서울특별시 중랑구 묵동 238-13,2005.0,1126063000.0,묵2동,1126010400.0,묵동
388,김성조치과의원,8.9,서울특별시 종로구 대학로 149 3층 (혜화동),서울특별시 종로구 대학로 149 3층 (혜화동),127.0011691,37.5845316,정좌표,1.11102e+18,새주소,서울특별시 종로구 대학로 149,서울특별시 종로구 혜화동 143-2,3077.0,1111065000.0,혜화동,1111016900.0,혜화동
389,강.임.강.정서울치과의원,8.9," 서울특별시 송파구 올림픽로 119 5층 523, 524호 (잠실동, 파인애플상가) ","서울특별시 송파구 올림픽로 119 5층 523, 524호 (잠실동, 파인애플상가) ",127.0841769,37.5120578,정좌표,1.17101e+18,새주소,서울특별시 송파구 올림픽로 119,서울특별시 송파구 잠실동 19-9,5501.0,1171067000.0,잠실2동,1171010100.0,잠실동
390,크림치과의원,8.9,서울특별시 서초구 서초대로 411,서울특별시 서초구 서초대로 411,127.0261772,37.4977538,정좌표,1.16501e+18,새주소,서울특별시 서초구 서초대로 411,서울특별시 서초구 서초동 1317-23,6615.0,1165053100.0,서초4동,1165010800.0,서초동
391,원진치과의원,8.9,서울 서초구 서초대로77길 25 경일빌딩 3층,서울 서초구 서초대로77길 25 경일빌딩 3층,127.0256058,37.4999476,정좌표,1.16501e+18,새주소,서울특별시 서초구 서초대로77길 25,서울특별시 서초구 서초동 1307-20,6614.0,1165053100.0,서초4동,1165010800.0,서초동
392,서울좋은치과의원,8.9,서울특별시 성북구 정릉로 376,서울특별시 성북구 정릉로 376,127.0253403,37.6020425,정좌표,1.12901e+18,새주소,서울특별시 성북구 정릉로 376,서울특별시 성북구 돈암동 625-2,2806.0,1129058000.0,돈암1동,1129010300.0,돈암동
393,연세나루치과,8.9," 서울특별시 광진구 아차산로 502 4층 403호 (광장동, 진넥스오딧세이) ","서울특별시 광진구 아차산로 502 4층 403호 (광장동, 진넥스오딧세이) ",127.0972852,37.5412987,정좌표,1.12151e+18,새주소,서울특별시 광진구 아차산로 502,서울특별시 광진구 광장동 470-3,4974.0,1121581000.0,광장동,1121510400.0,광장동
394,바른약속치과의원 문래역점,8.9,서울특별시 영등포구 당산로 34,서울특별시 영등포구 당산로 34,126.8960443,37.5176486,정좌표,1.15601e+18,새주소,서울특별시 영등포구 당산로 34,서울특별시 영등포구 문래동3가 55-5,7297.0,1156060500.0,문래동,1156012100.0,문래동3가
395,신한철치과의원,8.9,서울특별시 성동구 마조로 30 3층 (행당동),서울특별시 성동구 마조로 30 3층 (행당동),127.0414703,37.5602853,정좌표,1.12001e+18,새주소,서울특별시 성동구 마조로 30,서울특별시 성동구 행당동 12-5,4761.0,1120055000.0,사근동,1120010700.0,행당동
396,스카이치과의원,8.9," 서울특별시 강남구 테헤란로26길 10 3층 (역삼동, 성보빌딩) ","서울특별시 강남구 테헤란로26길 10 3층 (역삼동, 성보빌딩) ",127.0358561,37.4996443,정좌표,1.16801e+18,새주소,서울특별시 강남구 테헤란로26길 10,서울특별시 강남구 역삼동 736-55,6236.0,1168064000.0,역삼1동,1168010100.0,역삼동
397,종로밀레니엄치과의원,8.9,서울특별시 종로구 종로 78,서울특별시 종로구 종로 78,126.9860034,37.5698866,정좌표,1.11101e+18,새주소,서울특별시 종로구 종로 78,서울특별시 종로구 종로2가 75-9,3190.0,1111061500.0,종로1.2.3.4가동,1111013800.0,종로2가
398,강남푸른치과의원,8.9,서울특별시 강남구 논현로 428 2층 (역삼동),서울특별시 강남구 논현로 428 2층 (역삼동),127.0384715,37.4985393,정좌표,1.16801e+18,새주소,서울특별시 강남구 논현로 428,서울특별시 강남구 역삼동 726-15,6223.0,1168065000.0,역삼2동,1168010100.0,역삼동
399,서울한결치과의원,8.9,서울 마포구 숭문길 58 염리삼성래미안,서울 마포구 숭문길 58 염리삼성래미안,126.9458045,37.549108,정좌표,1.14401e+18,새주소,서울특별시 마포구 숭문길 58,서울특별시 마포구 염리동 520,4139.0,1144061000.0,염리동,1144010900.0,염리동
400,서울바움치과의원,8.9,서울특별시 중구 서소문로 125,서울특별시 중구 서소문로 125,126.9749268,37.5636909,정좌표,1.11402e+18,새주소,서울특별시 중구 서소문로 125,서울특별시 중구 서소문동 34,4515.0,1114052000.0,소공동,1114016600.0,서소문동
401,라움치과의원,8.9,서울특별시 동작구 상도로 94 3층 (상도동),서울특별시 동작구 상도로 94 3층 (상도동),126.9311632,37.4997616,정좌표,1.15901e+18,새주소,서울특별시 동작구 상도로 94,서울특별시 동작구 상도동 325-21,7041.0,1159055000.0,상도3동,1159010200.0,상도동
402,서울파크리오치과의원,8.9,서울 송파구 올림픽로37길 130 파크리오,서울 송파구 올림픽로37길 130 파크리오,127.104432,37.5208813,정좌표,1.17101e+18,새주소,서울특별시 송파구 올림픽로37길 130,서울특별시 송파구 신천동 17-4,5507.0,1171069000.0,잠실4동,1171010200.0,신천동
403,김정환치과의원,8.9,서울특별시 중랑구 면목로 415 3층 (면목동),서울특별시 중랑구 면목로 415 3층 (면목동),127.0871071,37.5890299,정좌표,1.12601e+18,새주소,서울특별시 중랑구 면목로 415,서울특별시 중랑구 면목동 126-39,2146.0,1126056500.0,면목본동,1126010100.0,면목동
404,연세더순수치과의원,8.9,서울특별시 영등포구 문래로 87,서울특별시 영등포구 문래로 87,126.8916474,37.5197068,정좌표,1.15601e+18,새주소,서울특별시 영등포구 문래로 87,서울특별시 영등포구 문래동3가 82-19,7294.0,1156060500.0,문래동,1156012100.0,문래동3가
405,광진호산나치과의원,8.9,서울특별시 광진구 아차산로 511 3층 (광장동),서울특별시 광진구 아차산로 511 3층 (광장동),127.0981689,37.5421525,정좌표,1.12151e+18,새주소,서울특별시 광진구 아차산로 511,서울특별시 광진구 광장동 425-2,4984.0,1121581000.0,광장동,1121510400.0,광장동
406,랑더블유치과의원,8.9,서울특별시 종로구 삼봉로 57 5층 (수송동),서울특별시 종로구 삼봉로 57 5층 (수송동),126.9804657,37.572542,정좌표,1.11101e+18,새주소,서울특별시 종로구 삼봉로 57,서울특별시 종로구 수송동 68-1,3151.0,1111061500.0,종로1.2.3.4가동,1111012400.0,수송동
407,사과나무치과의원,8.9," 서울특별시 종로구 지봉로 29 4층 (창신동, 금호팔래스빌딩) ","서울특별시 종로구 지봉로 29 4층 (창신동, 금호팔래스빌딩) ",127.0152989,37.5725313,정좌표,1.11102e+18,새주소,서울특별시 종로구 지봉로 29,서울특별시 종로구 창신동 327-2,3121.0,1111067000.0,창신1동,1111017400.0,창신동
408,연세네이처치과의원,8.9," 서울특별시 중구 서소문로 120 5층 (서소문동, ENA빌딩) ","서울특별시 중구 서소문로 120 5층 (서소문동, ENA빌딩) ",126.9746653,37.5629498,정좌표,1.11402e+18,새주소,서울특별시 중구 서소문로 120,서울특별시 중구 서소문동 75,4514.0,1114052000.0,소공동,1114016600.0,서소문동
409,애플치과의원,8.9," 서울특별시 영등포구 국제금융로8길 19 315호 (여의도동, 중앙빌딩) ","서울특별시 영등포구 국제금융로8길 19 315호 (여의도동, 중앙빌딩) ",126.9291441,37.5207646,정좌표,1.15601e+18,새주소,서울특별시 영등포구 국제금융로8길 19,서울특별시 영등포구 여의도동 44-21,7333.0,1156054000.0,여의동,1156011000.0,여의도동
410,서울하이안치과의원 광진점,8.8,서울특별시 광진구 능동로 317 2층 (중곡동),서울특별시 광진구 능동로 317 2층 (중곡동),127.0797437,37.5580309,정좌표,1.12151e+18,새주소,서울특별시 광진구 능동로 317,서울특별시 광진구 중곡동 648-15,4919.0,1121574000.0,중곡1동,1121510100.0,중곡동
411,테마가있는치과의원,8.8,서울특별시 성북구 화랑로 265 H 하우스 2층,서울특별시 성북구 화랑로 265 H 하우스 2층,127.0581841,37.6118061,정좌표,1.12901e+18,새주소,서울특별시 성북구 화랑로 265,서울특별시 성북구 장위동 50-42,2776.0,1129077000.0,장위2동,1129013800.0,장위동
412,연세여우치과의원 홍대점,8.8,서울 마포구 양화로 165 상진빌딩 6층,서울 마포구 양화로 165 상진빌딩 6층,126.9236202,37.5572063,정좌표,1.14401e+18,새주소,서울특별시 마포구 양화로 165,서울특별시 마포구 동교동 159-1,3995.0,1144066000.0,서교동,1144012100.0,동교동
