,name,point,addr
710,올스마일치과의원 동암점,9.8,인천광역시 부평구 동암광장로 8
711,미유치과의원,9.7,경기도 남양주시 불암로 39
712,서울샤치과의원,9.4,경기도 수원시 영통구 봉영로 1587
713,미소채움치과의원,9.3,경기도 파주시 청암로17번길 53
714,스토리치과의원,9.3,대구 북구 신암로 75 4층
715,목동수치과의원,9.1,"서울 양천구 공항대로 630 어바니엘 3층 301, 304호"
716,더편한치과의원,9.6,인천 미추홀구 도화동 998-5
717,사람그리고치과의원,9.2,경기도 성남시 분당구 대왕판교로 660
718,화목치과의원,9.4,부산 해운대구 세실로 64
719,자기치아살리기드림플란트치과의원,9.0,부산 해운대구 달맞이길 135
720,산본유니드치과의원,9.1,경기도 군포시 번영로 505
721,네이버치과의원,9.1,서울특별시 영등포구 양평로 93
722,고운미소치과의원 신촌1호점,8.9,서울특별시 마포구 신촌로 88
723,샤인치과의원,9.1,경기도 시흥시 서울대학로278번길 43-13
724,금하치과의원,9.0,"경기도 수원시 영통구 영통로290번길 26 201호 (영통동, 벽적골주공 휴먼시아8단지 상가)"
725,서울여건봉치과의원,8.9,서울 마포구 마포대로 115-8
726,퍼펙트치과의원,8.5,서울 강남구 테헤란로4길 5
727,서울삼성치과의원,9.0,서울 금천구 가산디지털1로 165
728,사람사랑치과의원 면목점,9.2,서울특별시 중랑구 면목로 426
729,탑클래스치과의원,9.5,전북 전주시 덕진구 세병남로 39
730,서울미네르반치과의원,9.1,서울특별시 마포구 월드컵북로 137 제일성모메디칼센터
731,연세휴치과의원 답십리점,9.0,서울특별시 동대문구 천호대로 313 2층 (답십리동)
732,연세우리치과의원,8.9,서울특별시 송파구 석촌호수로 58 동신빌딩
733,스퀘어치과의원,9.0,인천광역시 연수구 청능대로 210
734,파랑새치과의원,9.3,인천광역시 서구 중봉대로 594
735,다미치과의원,9.1,경기도 부천시 부일로 465-1
736,설아인치과의원,8.9,경기도 김포시 김포한강4로 521
737,강서채움치과의원,9.2,서울 강서구 마곡중앙5로 6 마곡나루역보타닉푸르지오시티 동관 2층
738,서울김진철치과의원,8.9,서울특별시 마포구 월드컵북로54길 25
739,연세고운미소치과의원 인천부평점,8.5,인천 부평구 부평대로 20 국민은행 부평플라자7층
740,연세고운미소치과의원 인천부평점,8.5,인천 부평구 부평대로 20 국민은행 부평플라자7층
741,청주올바른치과의원,9.6,충청북도 청주시 서원구 사직대로 115
742,서울호호치과의원,9.6,서울특별시 서초구 남부순환로347길 13 (서초동)
743,더편한치과의원,8.7,부산 동구 조방로 14
744,더와이즈치과병원,9.0,"서울특별시 강서구 화곡로 186 1,2,3,4,5층 (화곡동, 세웅빌딩)"
745,김효종치과의원,8.6,"서울특별시 양천구 목동서로 389 (신정동, 제일빌딩)"
746,연세고운미소치과 강북점,8.8,서울특별시 강북구 도봉로 333 정우빌딩 7층 연세고운미소치과의원
747,연세고마운 치과의원,9.5,서울 성동구 왕십리로 410 센트라스 L동상가 3층 302호
748,스마트치과의원,8.5,경기도 화성시 동탄지성로 136
749,행복미소치과의원,8.3,"서울특별시 중랑구 신내역로3길 4 301,302호 (신내동, 신내골드프라자)"
750,신원치과의원,9.0,서울특별시 동작구 장승배기로 75 3층 (상도동)
751,다믿주치과의원,8.4,부산 부산진구 가야대로784번길 27
752,서울플러스치과의원,8.8,경기도 성남시 수정구 산성대로 237-1
753,서울이튼치과의원,8.6,"서울특별시 노원구 동일로 1551 203호 (상계동, 삼전빌딩)"
754,최치원치과의원,8.5,서울특별시 종로구 명륜길 2 (명륜1가)
755,맑은미소치과의원,8.9,서울특별시 구로구 오리로 1141 (오류동)
756,더예쁜치과의원,8.6,서울특별시 강북구 도봉로 308
757,서울메이저치과의원,8.9,서울 송파구 송파대로 345
758,서울하이안치과의원 쌍문점,8.4,"서울특별시 도봉구 도봉로 482 4,5층 (창동)"
759,사과나무치과의원,8.8,서울 은평구 진관2로 19
760,엠밸리서울치과의원,8.8,서울 강서구 마곡중앙로 56 마곡사이언스타워2차
761,건치과의원,9.0,"서울특별시 양천구 목동로 210 (목동, 타운빌딩)"
762,시지N연합치과의원,8.6,대구 수성구 달구벌대로 3210
763,화이트라인치과의원,8.3,경기도 평택시 평남로 941
764,스탠다드치과의원,8.7,"서울특별시 송파구 송파대로 562 한빛프라자,삼성웰리스아파트"
765,임플라인치과의원 강남본점,8.7,서울특별시 강남구 테헤란로87길 33 융전빌딩
766,이엘치과의원,8.1,"서울특별시 영등포구 당산로 223 (당산동5가, 3층 )"
767,문치과병원,7.9,서울특별시 은평구 통일로 809-1
768,1945김근치과의원,9.4,부산 부산진구 가야대로 767-1
769,루아치과의원,6.4,제주특별자치도 제주시 중앙로 337
770,서울한스마일치과의원,9.6,경기도 용인시 기흥구 기흥역로 9
771,서울튼튼키즈치과의원,9.8,서울특별시 강동구 양재대로 1458 (길동)
772,유어스치과병원,9.3,경남 양산시 양산역로 71
773,화이트이치과의원,9.4,경상북도 포항시 남구 오천읍 정몽주로616번길 1 2층
774,박준상치과의원,9.4,대전광역시 유성구 문지로 291
775,로고스치과병원,7.9,서울특별시 강서구 공항대로 281 3층 (등촌동)
776,디자인치과의원,7.9,경기도 광명시 디지털로 13
777,운정365치과의원,9.4,경기 파주시 미래로602번길 3
778,빛치과의원,9.5,"서울특별시 송파구 올림픽로 145 (잠실동, 리센츠상가 4B 19호)"
779,서울하이안치과의원 사당점,9.2,서울특별시 관악구 남현길 7 한일프라자
780,바르다 치과교정과 치과의원,9.0,서울특별시 광진구 아차산로 220
781,이즈치과의원,9.6,경기 화성시 동탄대로 537
782,이다움치과의원,9.3,인천광역시 부평구 길주로 633
783,송도이안치과의원,9.2,인천광역시 연수구 송도문화로28번길 28
784,예닮치과병원,9.1,전남 목포시 비파로 91
785,오플란트치과의원 영등포구청점,9.2,서울 영등포구 당산로 118
786,서울위드치과의원,9.0,서울 강남구 강남대로 376
787,서울미치과의원,9.1,"경상남도 창원시 마산합포구 합포로 112 (오동동, 서울치과)"
788,예쁜얼굴바른이치과의원,9.0,서울특별시 광진구 능동로 125 3층 (화양동)
789,센텀뉴욕치과의원,9.3,부산 해운대구 센텀남대로 50
790,이편한세상치과의원 화곡점,9.5,서울 강서구 화곡로25길 2
791,강치과의원,9.0,서울특별시 성동구 고산자로 255
792,애플치과의원,9.5,경기도 오산시 성호대로 121
793,이처럼치과의원,9.2,서울특별시 송파구 송파대로 155
794,부천그랜드치과의원,8.9,경기도 부천시 길주로 195
795,이앤이치과교정과치과의원,9.1,서울특별시 동작구 동작대로 123 THE BODY SHOP
796,미소심는치과,8.9,전라북도 전주시 완산구 세내로 257 (효자동2가)
797,솔치과의원,9.0,경기도 부천시 송내대로 37
798,미르치과병원,8.9,경남 거제시 거제중앙로 1930-11
799,상동모아치과의원,8.9,경기도 부천시 소향로 51
800,사랑치과의원,8.8,경기도 부천시 경인로 232
801,서울더가까이치과의원,9.0,경기도 부천시 경인옛로 3
802,해맑은아이치과의원,9.0,"서울특별시 강서구 양천로 500 306호 (등촌동, 노블리움)"
803,디자인치과의원,9.5,서울특별시 노원구 노해로 491
804,세브란스치과의원,8.8,대전광역시 서구 둔산중로 54
805,함사랑치과,8.8,서울특별시 중구 다산로 32
806,골드치과의원,8.5,서울특별시 중랑구 동일로 812 (중화동)
807,비에스치과교정과치과의원,9.0,대구 중구 중앙대로 359
808,태릉씨티치과의원,8.9,서울특별시 노원구 동일로 987 2층 (공릉동)
809,여의도베스트덴치과의원,9.1,서울특별시 영등포구 63로 36
810,라온치과병원,8.4,경남 창원시 마산회원구 양덕로 194
811,서울보스톤치과의원,8.6,서울특별시 중구 퇴계로 192
812,우리원치과의원,7.4,서울특별시 중구 청계천로 100
813,시크릿치과의원,8.1,서울특별시 서초구 방배로 95
814,S다인치과의원,8.6,"서울특별시 강북구 도봉로 320 (번동, 제이제이타워)"
815,더가까운치과의원,9.8,부산 연제구 중앙대로 1033
816,서울리마치과의원,8.4,서울 서초구 서초대로 396 강남빌딩 8층
817,원플러스치과의원,9.8,서울 광진구 아차산로 355
818,리건치과의원,9.8,충남 천안시 서북구 불당21로 71
819,연세유라인치과의원,8.8,"서울특별시 관악구 신림로 340 8층 (신림동, 르네상스쇼핑몰)"
820,기흥서울치과의원,9.4,"경기도 용인시 기흥구 기흥역로 63 3층 (구갈동, 힐스테이트 기흥)"
821,이앤미우리들치과병원,9.6,부산 북구 화명대로 15
822,세종스타치과의원,9.6,세종시  나성로 125-16
823,그린시카고치과의원,9.2,"서울특별시 동작구 사당로 300 2층 204,205호 (사당동, 이수자이상가)"
824,한그루치과의원,9.4,경상남도 진주시 진주대로 1069 명동빌딩 3층
825,더편한치과의원,8.9,서울특별시 성북구 동소문로 92
826,바른윤곽치과병원,9.5,부산 부산진구 서면문화로 10
827,이편한세상치과의원 강서점,9.4,"서울 강서구 양천로 460, 2층"
828,안양사과나무치과의원,9.5,경기도 안양시 동안구 관악대로 103
829,해바라기치과의원,9.6,인천광역시 부평구 마장로324번길 82
830,지노치과의원,9.4,서울특별시 영등포구 양평로 127 (양평동5가)
831,좋은솜씨오케이치과의원,9.3,경기도 수원시 장안구 경수대로 971
832,연세바른생각치과의원,9.4,서울 마포구 월드컵북로 402
833,산본에이치치과의원,9.2,경기도 군포시 산본로323번길 13
834,서울란트치과,9.7,서울 영등포구 국제금융로2길 37
835,인터서울치과의원,9.1,서울 용산구 한강대로 95 래미안용산더센트럴 B동 2층 223호
836,방배이튼치과의원,9.4,서울특별시 서초구 방배로 174 내방빌딩
837,서울S치과의원,9.4,대구 달서구 조암로 4
838,더스퀘어치과의원,8.7,"서울시 종로구 종로3길 17, 광화문 D타워 L층(B2)"
839,우리바른치과의원,9.1,서울특별시 양천구 등촌로 216
840,로덴치과의원 경성대부경대점,9.2,부산 남구 용소로 7
841,해든치과의원,9.1,충남 아산시 배방읍 모산로 103
842,치과가는날치과의원,8.2,서울 구로구 디지털로32길 97-12 동해빌딩 4층
843,따뜻한인치과의원 서울대 입구 점,9.2,서울시 관악구 관악로 144 우남네오폴리스 3층 (태국식당 파타야 옆에 위치)
844,서울바른플란트치과의원,9.0,대구 달서구 조암로 25
845,그린서울치과의원,8.8,서울 구로구 고척로 203
846,서울바른닥터치과의원,8.9,서울 성북구 화랑로11길 5
847,스마일치과,8.0,"서울특별시 관악구 남부순환로 1838 4층 (봉천동, cs타워)"
848,성심치과의원,8.7,경기도 성남시 수정구 산성대로 263
849,예스치과의원,9.3,경북 포항시 북구 중흥로 330
850,센트럴청원치과의원,8.9,인천광역시 남동구 인하로 497-5
851,연세앤치과의원,9.0,경기도 수원시 영통구 덕영대로 1515
852,서울더블유치과병원,8.5,충북 충주시 봉계1길 42
853,연세그랑스마일치과의원,9.0,"서울특별시 종로구 종로 33 303호~306호 (청진동, 그랑서울)"
854,한그루치과병원,9.6,서울특별시 마포구 마포대로 78 자람빌딩
855,연세메세나치과의원,8.5,서울특별시 마포구 양화로 45 메세나폴리스
856,오성치과병원,8.5,대구 수성구 욱수천로 115
857,큐브치과의원,7.7,서울특별시 구로구 경인로 662 (신도림동)
858,연세미소드림치과의원,7.7,"서울특별시 구로구 디지털로32길 79 5층 (구로동, 조영빌딩)"
859,메디서울이비인후과의원,8.5,서울특별시 구로구 고척로 123-1 (개봉동)
860,에이블치과의원,8.4,서울특별시 동대문구 휘경로 5-1 3층 (이문동)
861,연세채움치과의원,9.6,서울 동작구 상도로 356
862,사람사랑치과의원,9.0,경기도 수원시 장안구 경수대로 950
863,화이트바른이치과교정과치과의원,9.3,경기도 수원시 팔달구 권광로 178
864,서울리더스치과의원,8.2,"서울특별시 강남구 언주로 508 (역삼동, 서울상록회관 1층일부)"
865,여의도이플러스치과의원,8.6,서울특별시 영등포구 국제금융로2길 24 삼성생명(주)여의도빌딩
866,미소앤치과의원,9.1,서울 송파구 송파대로 345
867,당산원치과의원,9.7,서울 영등포구 당산로 231
868,서울권치과의원,9.3,서울특별시 마포구 월드컵로13길 37 2층 (망원동)
869,신세계치과의원,9.6,대구 달서구 이곡동로 23
870,더스타치과의원,7.5,"서울특별시 강남구 도산대로 108 (논현동, 렉스타워 11층)"
871,더블유치과의원,9.3,서울특별시 송파구 중대로 146 3층 (가락동)
872,연세두리치과의원,9.4,서울 강서구 공항대로45길 44
873,강북예치과병원,9.0,서울 노원구 노해로81길 5-6 5-7층 강북예치과병원
874,두리치과의원,9.3,인천광역시 남동구 호구포로 808
875,서울앞선치과의원,9.4,경기도 광명시 양지로 16
876,인천예치과의원,9.4,인천광역시 남동구 호구포로 818
877,닥터민치과의원,9.0,"서울특별시 성북구 개운사길 5 3층 (안암동5가, 세한빌딩)"
878,이끌림치과의원,9.3,충청북도 청주시 흥덕구 대농로 47
879,명인치과병원,8.0,광주 서구 금화로 96
880,생생플러스치과의원,9.5,서울특별시 중랑구 망우로 212
881,서울에스치과의원,9.0,경기도 김포시 김포한강4로 113
882,미르치과병원,9.3,경북 포항시 북구 포스코대로 288
883,유디학동치과의원,8.0,서울특별시 강남구 논현로 648
884,예담부부치과의원,8.7,경기도 의정부시 평화로 381
885,연세드림치과의원,7.2,서울특별시 동작구 만양로 95 (노량진동)
886,삼성서울치과의원,8.9,경기도 오산시 성호대로 115
887,연세세브란스치과의원,8.6,광주 광산구 장신로 253
888,라이브치과병원 강남점,8.6,"서울시 강남구 역삼동 604-1 라이브빌딩 1,2층"
889,서울매일치과의원,8.9,경기도 평택시 탄현로 58
890,백상치과의원,8.8,경기도 고양시 일산동구 일산로 204
891,하나로치과의원,8.8,경기도 수원시 장안구 정자천로 163
892,리본치과의원,8.6,대구 중구 국채보상로 611
893,하늘사랑치과의원,9.1,"서울특별시 서초구 사임당로 171 3층 (서초동, EWR빌딩)"
894,신촌고운미소치과의원,8.5,서울특별시 마포구 신촌로 92
895,이플러스치과의원,8.8,"서울특별시 종로구 세종대로23길 54 1층 (당주동, 세종빌딩)"
896,예미담치과의원,9.0,서울특별시 관악구 신림로23길 16 일성트루엘 오피스텥 상가 1층 121호
897,서울메디케어치과의원,8.4,"서울특별시 마포구 마포대로 156 217,218호 (공덕동, 공덕푸르지오시티)"
898,서울이웰치과의원,8.6,"서울특별시 서초구 동작대로 134 7층 (방배동, 가나안빌딩)"
899,연세최강치과의원,8.7,경기도 부천시 길주로 273
900,예림치과의원,9.3,서울시 영등포구 국제금융로6길33 701호
901,담덕치과의원,7.8,경기도 안산시 단원구 예술대학로 11
902,좋은얼굴삼풍치과의원,7.9,"서울특별시 서초구 서초중앙로24길 27 227호 (서초동, G-five CENTRAL PLAZA)"
903,서울리더스치과의원,9.0,서울특별시 강서구 강서로 375 2층 서울리더스치과
904,연세제일치과의원,9.3,경기도 안산시 단원구 선부광장1로 69
905,라인업치과의원,8.8,부산 부산진구 서면로 40
906,연세포시즌치과의원,9.5,"서울특별시 마포구 신촌로 170 302호,303호 (대흥동, 이대역푸르지오시티)"
907,센텀타워치과의원,9.5,부산 해운대구 센텀2로 20
908,미소아름치과의원,9.3,전북 전주시 완산구 온고을로 22 트윈폴리스빌딩 3층
909,뉴욕연합치과의원,9.6,울산 남구 삼산로 273
910,기분좋은치과의원,9.1,서울 종로구 대학로 19 기독교회관 2층 기분좋은치과
911,성모본치과의원,9.0,경기도 의정부시 시민로 118
912,서울손길담은치과의원,9.2,서울 송파구 법원로 128
913,더맑은치과의원,9.2,경기도 부천시 부천로 206
914,연수퍼스트치과의원,8.1,인천광역시 연수구 앵고개로246번길 10
915,탑치과의원,9.2,경기도 부천시 신흥로 190
916,서울하이안치과의원 광진점,8.8,서울특별시 광진구 능동로 317 2층 (중곡동)
917,연세바른치과의원,9.3,경기도 하남시 미사강변동로 79
918,봄의미소치과의원,9.2,"서울특별시 강북구 삼양로27길 35-21 204,205호 (미아동, 미아프라자)"
919,보건치과의원,9.1,경기도 수원시 팔달구 효원로307번길 61
920,서울우리치과의원,9.0,서울 마포구 굴레방로 17
921,행복한웰스치과의원,8.7,충청북도 청주시 흥덕구 대농로 48
922,이즈치과의원,9.1,경기 과천시 별양상가3로 5
923,참부부치과의원,9.0,서울특별시 마포구 서강로 131
924,엘리트치과병원,9.4,부산 사상구 가야대로 276
925,일등치과의원,9.2,서울 마포구 월드컵로1길 14
926,명지엘치과의원,9.3,부산 강서구 명지국제8로 230
927,아름다운치과의원 평촌점,8.4,경기도 안양시 동안구 시민대로 230
928,강남루덴플러스치과의원,8.3,서울특별시 강남구 테헤란로 115 2층 (역삼동)
929,연세여우치과의원 홍대점,8.8,서울 마포구 양화로 165 상진빌딩 6층
930,두정서울비디치과의원,9.7,충남 천안시 서북구 부성1길 3
931,서울THE좋은치과의원,9.7,인천광역시 중구 하늘별빛로 59
932,드림치과의원,8.7,서울 강남구 논현로 841 제이비 미소빌딩 2층
933,시온치과의원 대연점,9.3,부산 남구 수영로 230
934,고우넷치과교정과치과의원,9.3,서울특별시 강남구 강남대로 468
935,연세바른치과의원,9.1,"서울특별시 강서구 공항대로 627 4층 (염창동, 대신빌딩)"
936,포도나무치과의원,7.5,인천광역시 남동구 예술로 198
937,연세올데이치과의원,9.0,대전광역시 유성구 도안대로 512-20
938,이재용치과의원,9.1,서울특별시 송파구 올림픽로 132 3층 (잠실동)
939,서울365치과의원,9.2,인천광역시 남동구 예술로 138
940,GT치과의원,9.1,"서울특별시 중랑구 망우로 353 C동 305,306,307호 (상봉동, 현대엠코이노시티)"
941,미니쉬치과병원,8.7,서울특별시 강남구 언주로 728
942,서울리더스치과의원,9.0,경기도 성남시 분당구 돌마로 67
943,동래로덴치과병원,8.7,부산 동래구 충렬대로237번길 3
944,강남이플러스치과의원,8.6,"서울특별시 강남구 테헤란로 411 (삼성동, 성담빌딩 5층일부)"
945,연세베스트치과의원,8.8,경기도 부천시 석천로 182
946,에이티에이치과의원,8.7,서울특별시 강남구 강남대로 406 글라스타워 10층
947,연세엘라인치과의원,8.7,서울 동작구 사당동 144-6
948,내이처럼치과병원,8.8,서울 동작구 동작대로27다길 26 이수프라자 2층
949,연세고운미소치과의원,8.7,대전광역시 서구 대덕대로 203
950,서울수치과의원,7.8,"제주특별자치도 제주시 월랑로 3 4층 (노형동, 온누리클리닉)"
951,더꼼꼼한치과의원,9.8,서울 성북구 동소문로 10
952,조영진치과의원,9.7,대전광역시 대덕구 계족로 536
953,서울센텀구강내과치과의원,9.4,서울 영등포구 국제금융로6길 26 3층
954,허브치과의원,9.1,서울특별시 노원구 노해로 467 교보생명보험(주)
955,강북다인치과의원,9.0,"서울특별시 도봉구 도봉로 488 대명빌딩 2F, 5F"
956,이재준치과의원,9.3,서울특별시 관악구 남부순환로 1601-1 3층 (신림동)
957,체리스마일치과의원,9.2,서울특별시 서초구 강남대로 421 삼영빌딩 4층 치과
958,뉴욕치과의원,9.1,서울특별시 관악구 신림로 113
959,연세더바른치과의원,9.0,서울특별시 관악구 봉천동 971-4
960,연세굿데이치과의원 양재점,9.1,서울특별시 서초구 강남대로 212
961,제이치과의원,9.0,"서울특별시 동대문구 이문로 37 308호 (회기동, 한일베라체캠퍼스)"
962,즐거운치과의원,9.2,대전광역시 서구 갈마로 245
963,올치과의원,9.3,서울특별시 동대문구 이문로 29 2층 (회기동)
964,푸른나무치과의원,7.6,"서울특별시 강남구 테헤란로 109 6층 (역삼동, 강남제일빌딩)"
965,미르치과병원,9.1,전남 순천시 연향번영길 118
966,이즈치과의원,8.7,충청북도 청주시 상당구 상당로 60
967,클라리티치과의원,9.8,대전광역시 유성구 계룡로 120
968,더라인치과의원,9.3,"서울특별시 금천구 가산디지털1로 128 201호 (가산동, STX V - tower)"
969,소리소플러스치과의원,9.8,대전광역시 서구 대덕대로 226
970,더플러스차치과의원,8.6,"서울특별시 강남구 테헤란로 509 (삼성동, 지하1층일부)"
971,하트스캔치과의원,8.6,서울특별시 강남구 삼성로 512 지2층 (삼성동)
972,연세휴치과건대점,8.7,서울 광진구 능동로 69
973,이화이치과의원,9.2,서울 관악구 관악로 195 관악 위버폴리스 A동 403호
974,서울익투스치과의원,9.1,"서울특별시 양천구 오목로 154 (신정동, 2층)"
975,서울스마트치과의원,8.5,서울 도봉구 도봉로 461
976,가온치과병원,8.4,충남 천안시 서북구 동서대로 129
977,홍선생치과교정과치과의원,9.4,서울특별시 은평구 통일로 855-4
978,연세조아치과의원,9.4,인천광역시 서구 완정로 36
979,서울리더스치과의원,9.4,경기도 부천시 길주로 284
980,메디스치과의원 서면점,9.3,부산 부산진구 가야대로 783 성원메디컬 7층
981,연세정인치과의원,9.3,서울특별시 종로구 새문안로 96
982,송치과의원,9.0,서울특별시 관악구 신림로 141 (신림동)
983,에버스마일치과교정과치과의원,8.2,서울특별시 강남구 강남대로 430
984,연세바른치과의원,8.5,경기도 안양시 동안구 평촌대로227번길 30
985,김현수으뜸치과의원,9.5,경상북도 구미시 신시로 67 2층 (형곡동)
986,샤인치과교정과치과병원,9.4,"서울특별시 노원구 노해로 488, 5층 샤인치과교정과"
987,청주웰치과의원,9.9,충청북도 청주시 흥덕구 사직대로 26
988,해오름치과의원,8.3,서울특별시 강북구 도봉로 175 2층 (미아동)
989,세상에하나뿐인치과의원,9.2,대전광역시 서구 둔산로31번길 21
990,빈센트치과의원,8.8,서울특별시 성북구 아리랑로 7
991,서울퍼스트치과,9.2,"서울특별시 송파구 석촌호수로 61 314,315호 (잠실동, 트리지움상가)"
992,압구정 오라클치과의원,9.2,서울특별시 강남구 압구정로30길 23
993,지안하늘치과의원,8.7,인천광역시 연수구 센트럴로 263
994,화인치과병원,9.1,경남 창원시 성산구 중앙대로 99
995,박이비인후과의원,8.5,인천광역시 미추홀구 독배로 311
996,신촌다인치과병원,8.4,서울특별시 마포구 신촌로 94 그랜드마트
997,동그라미치과의원,9.7,부산 수영구 수영로 697
998,서울병원,8.5,서울특별시 송파구 오금로 290 (가락동)
999,이수 스마트 치과의원,9.3,서울특별시 동작구 동작대로 137
